Wolof,ajami
"am leer, ngir lëndëm bañ leen a","ام لەەر, ڠير لێندێم باڽ لەەن ا"
bett. Ndaxte kuy dox ci lëndëm doo xam foo jëm.,بەتت. نداختە كوي دوخ چي لێندێم دوو خام فوو جێم.
Kon ci bi ngeen dee am leer,كون چي بي ڠەەن دەە ام لەەر
"gi, gëmleen ko, ngir ngeen doon doomi","گي, گێملەەن كو, ڠير ڠەەن دوون دوومي"
"leer.» Bi mu waxee loolu ba noppi,","لەەر.» بي مو واخەە لوولو با نوپپي,"
"Yeesu dafa dem, nëbbatuji leen.","يەەسو دافا دەم, نێبباتوجي لەەن."
"Firnde yi mu leen won yépp taxul ñu gëm ko,","فيرندە يي مو لەەن وون يێپپ تاخول ڽو گێم كو,"
ngir li yonent Yàlla Esayi waxoon am:«Boroom,ڠير لي يونەنت ياللا ەسايي واخوون ام:«بورووم
"bi, ana ku gëm sunu waare?Kan la Boroom bi won dooleem?»","بي, انا كو گێم سونو واارە?كان لا بورووم بي وون دوولەەم?»"
"Mënuñu woon a gëm, ndaxte Esayi dafa waxaat ne:","مێنوڽو ووون ا گێم, نداختە ەسايي دافا واخاات نە:"
"«Yàlla dafa gumbaal seeni bët,def ba ñu","«ياللا دافا گومباال سەەني بێت,دەف با ڽو"
"dëgër bopp,ngir seeni bët bañ a gis,seen","دێگێر بوپپ,ڠير سەەني بێت باڽ ا گيس,سەەن"
"xel bañ a xam,ñu bañ a woññiku","خەل باڽ ا خام,ڽو باڽ ا ووڽڽيكو"
ci manngir ma wéral leen.»,چي مانڠير ما وێرال لەەن.»
"Esayi dafa wax loolu, ndaxte gisoon na","ەسايي دافا واخ لوولو, نداختە گيسوون نا"
ndamu Yeesu te mi ngi doon wax ci ay mbiram.,ندامو يەەسو تە مي ڠي دوون واخ چي اي مبيرام.
"Fekk na ci biir njiit yi sax,","فەكك نا چي بيير نجييت يي ساخ,"
"ñu bare gëmoon nañu Yeesu, waaye Farisen","ڽو بارە گێموون ناڽو يەەسو, واايە فاريسەن"
"yee tax fésaluñu ko, ndaxte dañoo ragaloon,","يەە تاخ فێسالوڽو كو, نداختە داڽوو راگالوون,"
ñu dàq leen ca jàngu ba.,ڽو داق لەەن چا جاڠو با.
Ngërëmu nit a leen gënaloon ngërëmu Yàlla.,ڠێرێمو نيت ا لەەن گێنالوون ڠێرێمو ياللا.
"Yeesu yégle ne: «Ku ma gëm, gëmuloo","يەەسو يێگلە نە: «كو ما گێم, گێمولوو"
ma waaye gëm nga ki ma yónni.,ما واايە گێم ڠا كي ما يۆنني.
"Ku ma gis, gis nga ki ma yónni.","كو ما گيس, گيس ڠا كي ما يۆنني."
"Ni ag leer laa wàcce ci àddina,","ني اگ لەەر لاا واچچە چي اددينا,"
ngir ku ma gëm du des ci lëndëm.,ڠير كو ما گێم دو دەس چي لێندێم.
"Ku dégg samay wax te toppu leen,","كو دێگگ ساماي واخ تە توپپو لەەن,"
"du man maa koy daan, ndaxte wàccuma","دو مان ماا كوي داان, نداختە واچچوما"
"ngir daan àddina, waaye damaa ñëw ngir musal ko.","ڠير داان اددينا, واايە داماا ڽێو ڠير موسال كو."
"Ku ma beddeeku te nanguwul samay wax,","كو ما بەددەەكو تە ناڠووول ساماي واخ,"
dina fekk fii li koy daan: sama,دينا فەكك فيي لي كوي داان: ساما
njàngalee koy daan keroog bés bu mujj ba.,نجاڠالەە كوي داان كەرووگ بێس بو موجج با.
"Ndaxte waxuma ci sama coobare, waaye Baay","نداختە واخوما چي ساما چووبارە, واايە بااي"
"bi ma yónni ci boppam, moo ma","بي ما يۆنني چي بوپپام, موو ما"
sant li ma war a wax ak,سانت لي ما وار ا واخ اك
li ma war a jàngale.,لي ما وار ا جاڠالە.
"Te xam naa ne, li muy santaane","تە خام ناا نە, لي موي سانتاانە"
day joxe dund gu dul jeex. Kon,داي جوخە دوند گو دول جەەخ. كون
"li ma wax, dama koy wax, ni","لي ما واخ, داما كوي واخ, ني"
ma ko Baay bi sante.»,ما كو بااي بي سانتە.»
Laata màggalu bésu Jéggi ba la woon.,لااتا ماگگالو بێسو جێگگي با لا ووون.
"Yeesu xamoon na ne, waxtu wi mu","يەەسو خاموون نا نە, واختو وي مو"
"war a génne àddina, dem ca wetu","وار ا گێننە اددينا, دەم چا وەتو"
"Baay ba, jot na. Ku bëgg ñoñam","بااي با, جوت نا. كو بێگگ ڽوڽام"
"yi nekk ci àddina la, te bëgg","يي نەكك چي اددينا لا, تە بێگگ"
na leen ba fa mbëggeel man a yem.,نا لەەن با فا مبێگگەەل مان ا يەم.
Yeesu ak taalibe yaa ngi doon reer.,يەەسو اك تااليبە ياا ڠي دوون رەەر.
"Fekk na booba Seytaane xiirtal Yudaa, doomu","فەكك نا بووبا سەيتاانە خييرتال يوداا, دوومو"
"Simoŋ Iskariyo, ngir mu wori Yeesu.","سيموŋ يسكارييو, ڠير مو ووري يەەسو."
"Yeesu xamoon na ne, Yàlla joxoon na","يەەسو خاموون نا نە, ياللا جوخوون نا"
"ko sañ-sañ ci lépp, xam it ne,","كو ساڽ-ساڽ چي لێپپ, خام يت نە,"
ca Yàlla la jóge te ca moom lay delluwaat.,چا ياللا لا جۆگە تە چا مووم لاي دەللوواات.
"Mu daldi jóge ca reer ba, summi","مو دالدي جۆگە چا رەەر با, سوممي"
"mbubbam, daldi jël ab sarbet, laxas ko ci ndiggam.","مبوببام, دالدي جێل اب ساربەت, لاخاس كو چي نديگگام."
"Noonu mu sotti ndox ci ab këll,","نوونو مو سوتتي ندوخ چي اب كێلل,"
"daldi tàmbali di raxas tànki taalibe ya,","دالدي تامبالي دي راخاس تانكي تااليبە يا,"
"di leen fomp ak sarbet, ba mu laxasaayoo.","دي لەەن فومپ اك ساربەت, با مو لاخاساايوو."
"Bi mu agsee ba ca Simoŋ Piyeer,","بي مو اگسەە با چا سيموŋ پييەەر,"
"kooku ne ko: «Boroom bi, ndax yaw","كووكو نە كو: «بورووم بي, نداخ ياو"
dangaa nar a raxas samay tànk?»,داڠاا نار ا راخاس ساماي تانك?»
Yeesu tontu ko ne: «Xamoo fii mu,يەەسو تونتو كو نە: «خاموو فيي مو
"nekk li may def, waaye dinga ko xami.»","نەكك لي ماي دەف, واايە ديڠا كو خامي.»"
"Piyeer ne ko: «Déedéet, duma nangu mukk","پييەەر نە كو: «دێەدێەت, دوما ناڠو موكك"
nga raxas samay tànk.» Yeesu ne ko:,ڠا راخاس ساماي تانك.» يەەسو نە كو:
"«Su ma la raxasul, doo bokk ak man dara.»","«سو ما لا راخاسول, دوو بوكك اك مان دارا.»"
Simoŋ Piyeer ne ko: «Kon nag Boroom,سيموŋ پييەەر نە كو: «كون ناگ بورووم
"bi, bul yem rekk ci tànk yi,","بي, بول يەم رەكك چي تانك يي,"
waaye raxasaaleel loxo yi ak bopp bi!»,واايە راخاساالەەل لوخو يي اك بوپپ بي!»
"Yeesu ne ko: «Ku sangu ba noppi,","يەەسو نە كو: «كو ساڠو با نوپپي,"
"soxlaatul a raxas lu dul ay tànkam,","سوخلااتول ا راخاس لو دول اي تانكام,"
"ndaxte set na wecc. Yéen nag set ngeen, waaye du ñépp!»","نداختە سەت نا وەچچ. يێەن ناگ سەت ڠەەن, واايە دو ڽێپپ!»"
Fekk Yeesu xamoon na ki ko nar,فەكك يەەسو خاموون نا كي كو نار
"a wor, looloo tax mu ne: «Setuleen yéen ñépp.»","ا وور, لوولوو تاخ مو نە: «سەتولەەن يێەن ڽێپپ.»"
Bi mu leen raxasalee seeni tànk ba,بي مو لەەن راخاسالەە سەەني تانك با
"noppi, Yeesu dafa solaat mbubbam, dellu toogaat","نوپپي, يەەسو دافا سولاات مبوببام, دەللو تووگاات"
ne leen: «Ndax xam ngeen li ma leen defal?,نە لەەن: «نداخ خام ڠەەن لي ما لەەن دەفال?
Yéen a ngi may wooye “Kilifa gi”,يێەن ا ڠي ماي ووويە “كيليفا گي”
"ak “Boroom bi,” te wax ngeen dëgg, moom laa.","اك “بورووم بي,” تە واخ ڠەەن دێگگ, مووم لاا."
Kon bu fekkee ne man miy Boroom,كون بو فەككەە نە مان ميي بورووم
"bi tey Kilifa gi, maa leen raxasal","بي تەي كيليفا گي, ماا لەەن راخاسال"
"seeni tànk, yéen itam war ngeen di raxasalante seeni tànk.","سەەني تانك, يێەن يتام وار ڠەەن دي راخاسالانتە سەەني تانك."
"Bàyyil naa leen fi royukaay, ngir ngeen","بايييل ناا لەەن في رويوكااي, ڠير ڠەەن"
"di jëf, nii ma jëfeek yéen.","دي جێف, نيي ما جێفەەك يێەن."
"jaam gënul a màgg sangam, mbaa ndaw, ki ko yónni.","جاام گێنول ا ماگگ ساڠام, مباا نداو, كي كو يۆنني."
"Gannaaw xam ngeen loolu, bu ngeen doxalee noonu, dingeen bég.","گاننااو خام ڠەەن لوولو, بو ڠەەن دوخالەە نوونو, ديڠەەن بێگ."
«Yéen ñépp taxuleen may wax; xam naa,«يێەن ڽێپپ تاخولەەن ماي واخ; خام ناا
ñi ma tànn. Waaye li Mbind mi,ڽي ما تانن. واايە لي مبيند مي
"wax, fàww mu am, bi ñu naan:","واخ, فاوو مو ام, بي ڽو ناان:"
“Ki lekk sama dugub wéq na ma.”,“كي لەكك ساما دوگوب وێق نا ما.”
"Maa ngi leen koy wax ci teel,","ماا ڠي لەەن كوي واخ چي تەەل,"
"bala looloo ñëw, ngir bu ñëwee, ngeen","بالا لوولوو ڽێو, ڠير بو ڽێوەە, ڠەەن"
"gëm ne, Maay ki nekk.","گێم نە, مااي كي نەكك."
"ku nangu kenn ci ñi may yónni,","كو ناڠو كەنن چي ڽي ماي يۆنني,"
"nangu nga ma, man itam; te ku","ناڠو ڠا ما, مان يتام; تە كو"
"ma nangu, nangu nga ki ma yónni.»","ما ناڠو, ناڠو ڠا كي ما يۆنني.»"
"Bi Yeesu waxee loolu ba noppi, mu","بي يەەسو واخەە لوولو با نوپپي, مو"
"jàq, biral ne: «Ci dëgg-dëgg maa ngi","جاق, بيرال نە: «چي دێگگ-دێگگ ماا ڠي"
"leen koy wax, kenn ci yéen dina ma wor.»","لەەن كوي واخ, كەنن چي يێەن دينا ما وور.»"
"Taalibe yi di xoolante, te xamuñu kan lay wax.","تااليبە يي دي خوولانتە, تە خاموڽو كان لاي واخ."
Ka Yeesu bëggoon te mu bokkoon ca,كا يەەسو بێگگوون تە مو بوككوون چا
"taalibe ya, ma nga sóonu woon ca kaw Yeesu.","تااليبە يا, ما ڠا سۆونو ووون چا كاو يەەسو."
"Kooku la Simoŋ Piyeer liyaar, ngir mu","كووكو لا سيموŋ پييەەر ليياار, ڠير مو"
laaj Yeesu ki ko taxoon di wax.,لااج يەەسو كي كو تاخوون دي واخ.
"Taalibe ba daldi walbatiku ca Yeesu, laaj","تااليبە با دالدي والباتيكو چا يەەسو, لااج"
"ko ne: «Boroom bi, kooku kan la?»","كو نە: «بورووم بي, كووكو كان لا?»"
Yeesu ne ko: «Dinaa capp dogu mburu,يەەسو نە كو: «ديناا چاپپ دوگو مبورو
"ci ndab li; ki ma koy jox,","چي نداب لي; كي ما كوي جوخ,"
"kooku la.» Noonu Yeesu jël dogu mburu,","كووكو لا.» نوونو يەەسو جێل دوگو مبورو,"
"capp ko ca ndab la, daldi koy","چاپپ كو چا نداب لا, دالدي كوي"
"jox Yudaa, doomu Simoŋ Iskariyo.","جوخ يوداا, دوومو سيموŋ يسكارييو."
"Naka la Yudaa jël dog wa, Seytaane","ناكا لا يوداا جێل دوگ وا, سەيتاانە"
dugg ci moom. Yeesu ne ko: «Gaawantul ci li ngay def!»,دوگگ چي مووم. يەەسو نە كو: «گااوانتول چي لي ڠاي دەف!»
Amul kenn ca ña fa toogoon ku,امول كەنن چا ڽا فا تووگوون كو
xam lu tax mu wax ko loolu.,خام لو تاخ مو واخ كو لوولو.
Waaye gannaaw Yudaa moo yoroon boyetu xaalis,واايە گاننااو يوداا موو يوروون بويەتو خااليس
"bi, am ñu xalaat ne, Yeesu dafa","بي, ام ڽو خالاات نە, يەەسو دافا"
"koo wax, mu dem jëndi li war","كوو واخ, مو دەم جێندي لي وار"
"ci màggal gi, walla mu ne ko","چي ماگگال گي, واللا مو نە كو"
mu dem sarax miskin yi.,مو دەم ساراخ ميسكين يي.
"Yudaa nag jël dogu mburu ma, daldi","يوداا ناگ جێل دوگو مبورو ما, دالدي"
génn ca saa sa. Booba guddi woon na.,گێنن چا ساا سا. بووبا گوددي ووون نا.
"Bi Yudaa génnee, Yeesu ne: «Léegi nag","بي يوداا گێننەە, يەەسو نە: «لێەگي ناگ"
"ndamu Doomu nit ki feeñ na, te","ندامو دوومو نيت كي فەەڽ نا, تە"
ndamu Yàlla feeñ na itam ci moom.,ندامو ياللا فەەڽ نا يتام چي مووم.
"Te bu ma feeñalee ndamu Yàlla, Yàlla","تە بو ما فەەڽالەە ندامو ياللا, ياللا"
itam ci teewaayam dina feeñal ndamu Doomu,يتام چي تەەواايام دينا فەەڽال ندامو دوومو
"nit ki, te dina ko def léegi.","نيت كي, تە دينا كو دەف لێەگي."
"Samay soppe, sama nekk ak yéen dootul","ساماي سوپپە, ساما نەكك اك يێەن دووتول"
"yàgg. Dingeen may seet, waaye maa ngi","ياگگ. ديڠەەن ماي سەەت, واايە ماا ڠي"
leen di wax léegi li ma waxoon,لەەن دي واخ لێەگي لي ما واخوون
"Yawut ya: fa ma jëm, dungeen fa man a dem.","ياووت يا: فا ما جێم, دوڠەەن فا مان ا دەم."
Maa ngi leen di jox ndigal lu,ماا ڠي لەەن دي جوخ نديگال لو
bees: bëgganteleen. Nangeen di bëggante ni ma leen bëgge.,بەەس: بێگگانتەلەەن. ناڠەەن دي بێگگانتە ني ما لەەن بێگگە.
"Ni ñuy xame ne samay taalibe ngeen, mooy ngeen bëggante.»","ني ڽوي خامە نە ساماي تااليبە ڠەەن, مووي ڠەەن بێگگانتە.»"
"Simoŋ Piyeer laaj ko ne: «Boroom bi,","سيموŋ پييەەر لااج كو نە: «بورووم بي,"
foo jëm?» Yeesu ne ko: «Fa ma,فوو جێم?» يەەسو نە كو: «فا ما
"jëm, mënuloo ma faa topp léegi, waaye","جێم, مێنولوو ما فاا توپپ لێەگي, واايە"
dinga ma toppi ca kanam.»,ديڠا ما توپپي چا كانام.»
"Piyeer ne ko: «Boroom bi, lu tax","پييەەر نە كو: «بورووم بي, لو تاخ"
mënuma laa topp léegi? Àttan naa joxe sama bakkan ngir yaw!»,مێنوما لاا توپپ لێەگي? اتتان ناا جوخە ساما باككان ڠير ياو!»
Yeesu ne ko: «Àttan ngaa joxe sa,يەەسو نە كو: «اتتان ڠاا جوخە سا
bakkan ngir man? Ci dëgg-dëgg maa ngi,باككان ڠير مان? چي دێگگ-دێگگ ماا ڠي
"la koy wax, bala ginaar a sab,","لا كوي واخ, بالا گيناار ا ساب,"
dinga ma weddi ñetti yoon.,ديڠا ما وەددي ڽەتتي يوون.
«Buleen jàq. Gëmleen Yàlla te gëm ma.,«بولەەن جاق. گێملەەن ياللا تە گێم ما.
Am na néeg yu bare ca sama,ام نا نێەگ يو بارە چا ساما
"kër Baay, bu dul woon noonu, ma","كێر بااي, بو دول ووون نوونو, ما"
"wax leen ko, ndaxte maa ngi dem","واخ لەەن كو, نداختە ماا ڠي دەم"
defaral leen fa ngeen di dëkk.,دەفارال لەەن فا ڠەەن دي دێكك.
Te su ma leen defaralee bérab booba,تە سو ما لەەن دەفارالەە بێراب بووبا
"ba noppi, dinaa dellusi, yóbbaale leen, ba","با نوپپي, ديناا دەللوسي, يۆبباالە لەەن, با"
"fu ma nekk, ngeen nekk fa, yéen itam.","فو ما نەكك, ڠەەن نەكك فا, يێەن يتام."
"Te fa ma jëm, xam ngeen yoon wi.»","تە فا ما جێم, خام ڠەەن يوون وي.»"
"Tomaa ne ko: «Boroom bi, xamunu fa","توماا نە كو: «بورووم بي, خامونو فا"
nga jëm. Kon nan lanuy man a xame yoon wi?»,ڠا جێم. كون نان لانوي مان ا خامە يوون وي?»
"Yeesu ne ko: «Man maay yoon wi,","يەەسو نە كو: «مان مااي يوون وي,"
maay dëgg te dund it man la.,مااي دێگگ تە دوند يت مان لا.
Kenn du ñëw ci Baay bi te jaarul ci man.,كەنن دو ڽێو چي بااي بي تە جاارول چي مان.
"Ndegam xam ngeen ma, dingeen xam itam","ندەگام خام ڠەەن ما, ديڠەەن خام يتام"
"sama Baay. Lu weesu tey, xam ngeen","ساما بااي. لو وەەسو تەي, خام ڠەەن"
ko te gis ngeen ko.»,كو تە گيس ڠەەن كو.»
"Filib ne ko: «Boroom bi, won nu","فيليب نە كو: «بورووم بي, وون نو"
Baay bi; loolu doy na nu.»,بااي بي; لوولو دوي نا نو.»
Yeesu tontu ko ne: «Ni ma yàggeek,يەەسو تونتو كو نە: «ني ما ياگگەەك
"yéen te ba tey Filib, xamuloo ma?","يێەن تە با تەي فيليب, خامولوو ما?"
